Sample Id,Site,Sample Start Date,Date,Start Time,Time,Analyte,Status,Final Result,Units,Water Treatment Plant,WTP Group,SPDES Number
E-2000024-06A,MAHOPAC STP EFF,1/8/2020,1/8/2020,4:00,10:00,Nitrate/Nitrite (as N),Done,14.96,mg/L,Mahopac STP,City Owned - Effluent,NY0026590
E-2000024-06B,MAHOPAC STP EFF,1/8/2020,1/8/2020,4:00,10:00,Ammonia (as NH3),Done,<0.30,mg/L,Mahopac STP,City Owned - Effluent,NY0026590
E-2000025-01,BEDFORD HILLS CORRECTIONAL FAC,,1/8/2020,,7:57,"Solids, Settleable",Done,<0.1,mL/L,,Non-City Owned,NY0101885
E-2000025-01,BEDFORD HILLS CORRECTIONAL FAC,,1/8/2020,,7:57,Ammonia (as NH3),Done,11,mg/L,,Non-City Owned,NY0101885
E-2000025-02,BEDFORD PARK APARTMENTS,,1/8/2020,,9:06,"Solids, Settleable",Done,<0.1,mL/L,Bedford Park Apartments,Non-City Owned,NY0033596
E-2000025-05,Katonah Elementary School,,1/8/2020,,8:32,"Solids, Settleable",Done,0.1,mL/L,,Non-City Owned,NY0259861
G-1905721-02,RGC,1/8/2020,1/8/2020,8:00,14:04,Ammonia (as NH3),Done,<0.20,mg/L,Grahamsville,City Owned - Effluent,NY0026549
K-1905513-11,MSC,,1/8/2020,,8:41,"Coliform, Fecal",Done,<1,FC/100mL,Margaretville,City Owned - Effluent,NY0026531
G-1905593-01,PJ1,1/7/2020,1/8/2020,7:00,7:00,BOD,Done,115,mg/L,Port Jervis,City Owned - Influent,NY0026522
G-1905593-02,PJ9,1/7/2020,1/8/2020,7:00,7:00,BOD,Done,10,mg/L,Port Jervis,City Owned - Effluent,NY0026522
G-1905593-03,PJ9,,1/8/2020,,7:00,"Coliform, Fecal",Done,E2,FC/100mL,Port Jervis,City Owned - Effluent,NY0026522
K-1905513-08,EPEG,,1/8/2020,,9:00,"Coliform, Fecal",Done,<1,FC/100mL,Pine Hill,City Owned - Effluent,NY0026557
K-1905513-06,SGEG,,1/8/2020,,9:00,"Coliform, Fecal",Done,<1,FC/100mL,Grand Gorge,City Owned - Effluent,NY0026565
K-1905513-03,STEG,,1/8/2020,,8:44,"Coliform, Fecal",Done,<1,FC/100mL,Tannersville,City Owned - Effluent,NY0026573
G-1905721-01,RGR,1/8/2020,1/8/2020,8:00,14:04,CBOD,Done,76.8,mg/L,Grahamsville,City Owned - Influent,NY0026549
G-1905721-02,RGC,1/8/2020,1/8/2020,8:00,14:04,CBOD,Done,<3.0,mg/L,Grahamsville,City Owned - Effluent,NY0026549
G-1905721-03,RGC,,1/8/2020,,14:03,"Coliform, Fecal",Done,<1,FC/100mL,Grahamsville,City Owned - Effluent,NY0026549
G-2000054-01,STP,,1/8/2020,,10:59,Dissolved Oxygen,Done,11.1,mg/L,STAMFORD,Non-City Owned,NY0021555
G-2000054-01,STP,,1/8/2020,,10:59,pH,Done,7.51,,STAMFORD,Non-City Owned,NY0021555
G-2000054-01,STP,,1/8/2020,,10:59,Temperature,Done,8.4,C,STAMFORD,Non-City Owned,NY0021555
G-2000054-01,STP,,1/8/2020,,10:59,"Coliform, Fecal",Done,<1,FC/100mL,STAMFORD,Non-City Owned,NY0021555
G-2000054-01,STP,,1/8/2020,,10:59,CBOD,Done,<3.0,mg/L,STAMFORD,Non-City Owned,NY0021555
G-2000054-01,STP,,1/8/2020,,10:59,Total Kjeldahl Nitrogen,Warning,<1.0,,STAMFORD,Non-City Owned,NY0021555
G-2000054-02,HTP,,1/8/2020,,10:04,Dissolved Oxygen,Done,8.9,mg/L,HOBART,Non-City Owned,NY0029254
G-2000054-02,HTP,,1/8/2020,,10:04,pH,Done,7.12,,HOBART,Non-City Owned,NY0029254
G-2000054-02,HTP,,1/8/2020,,10:04,Temperature,Done,11.4,C,HOBART,Non-City Owned,NY0029254
G-2000054-02,HTP,,1/8/2020,,10:04,"Coliform, Fecal",Done,<1,FC/100mL,HOBART,Non-City Owned,NY0029254
G-2000054-02,HTP,,1/8/2020,,10:04,CBOD,Done,<3.0,mg/L,HOBART,Non-City Owned,NY0029254
G-2000054-02,HTP,,1/8/2020,,10:04,"Solids, Total Dissolved",Warning,650,mg/L,HOBART,Non-City Owned,NY0029254
G-2000054-03,RTP,,1/8/2020,,12:07,Dissolved Oxygen,Done,10.4,mg/L,Pepacton,Non-City Owned,NY0099562
G-2000054-03,RTP,,1/8/2020,,12:07,pH,Done,7.88,,Pepacton,Non-City Owned,NY0099562
G-2000054-03,RTP,,1/8/2020,,12:07,Temperature,Done,5.3,C,Pepacton,Non-City Owned,NY0099562
G-2000054-03,RTP,,1/8/2020,,12:07,"Coliform, Fecal",Done,<1,FC/100mL,Pepacton,Non-City Owned,NY0099562
G-2000054-03,RTP,,1/8/2020,,12:07,CBOD,Done,<3.0,mg/L,Pepacton,Non-City Owned,NY0099562
G-2000054-04,DCD,,1/8/2020,,11:43,Dissolved Oxygen,Done,8.2,mg/L,MOUNTAINSIDE FARMS,Non-City Owned,NY0084590
G-2000054-04,DCD,,1/8/2020,,11:43,pH,Done,7.72,,MOUNTAINSIDE FARMS,Non-City Owned,NY0084590
G-2000054-04,DCD,,1/8/2020,,11:43,Temperature,Done,19.7,C,MOUNTAINSIDE FARMS,Non-City Owned,NY0084590
G-2000054-04,DCD,,1/8/2020,,11:43,BOD,Done,<3.0,mg/L,MOUNTAINSIDE FARMS,Non-City Owned,NY0084590
G-2000054-05,PFTP,,1/8/2020,,12:45,Dissolved Oxygen,Done,11,mg/L,Pepacton,Non-City Owned,NY0261521
G-2000054-05,PFTP,,1/8/2020,,12:45,pH,Done,7.75,,Pepacton,Non-City Owned,NY0261521
G-2000054-05,PFTP,,1/8/2020,,12:45,Temperature,Done,7,C,Pepacton,Non-City Owned,NY0261521
G-2000054-05,PFTP,,1/8/2020,,12:45,"Coliform, Fecal",Done,<1,FC/100mL,Pepacton,Non-City Owned,NY0261521
G-2000054-05,PFTP,,1/8/2020,,12:45,CBOD,Done,<3.0,mg/L,Pepacton,Non-City Owned,NY0261521
K-2000051-02,Elka Park,,1/8/2020,,10:56,Dissolved Oxygen,Done,9.9,mg/L,Elka Park,Non-City Owned,NY0092991
K-2000051-02,Elka Park,,1/8/2020,,10:56,pH,Done,7.66,,Elka Park,Non-City Owned,NY0092991
K-2000051-02,Elka Park,,1/8/2020,,10:56,Temperature,Done,10.9,C,Elka Park,Non-City Owned,NY0092991
K-2000051-02,Elka Park,,1/8/2020,,10:56,"Coliform, Fecal",Done,<1,FC/100mL,Elka Park,Non-City Owned,NY0092991
K-2000051-02,Elka Park,,1/8/2020,,10:56,CBOD,Done,<3.0,mg/L,Elka Park,Non-City Owned,NY0092991
K-2000051-03,Mt View TC,,1/8/2020,,9:25,Dissolved Oxygen,Cancel,Cancel,mg/L,Mountain View,Non-City Owned,NY0263052
K-2000051-03,Mt View TC,,1/8/2020,,9:25,pH,Cancel,Cancel,,Mountain View,Non-City Owned,NY0263052
K-2000051-03,Mt View TC,,1/8/2020,,9:25,Temperature,Cancel,Cancel,C,Mountain View,Non-City Owned,NY0263052
K-2000051-03,Mt View TC,,1/8/2020,,9:25,"Coliform, Fecal",Cancel,Cancel,FC/100mL,Mountain View,Non-City Owned,NY0263052
K-2000051-03,Mt View TC,,1/8/2020,,9:25,CBOD,Cancel,Cancel,mg/L,Mountain View,Non-City Owned,NY0263052
K-2000051-04,Hunter WTP,,1/8/2020,,10:08,Dissolved Oxygen,Done,11.5,mg/L,Hunter WTP,Non-City Owned,NY0241075
K-2000051-04,Hunter WTP,,1/8/2020,,10:08,pH,Done,6.62,,Hunter WTP,Non-City Owned,NY0241075
K-2000051-04,Hunter WTP,,1/8/2020,,10:08,Temperature,Done,7.6,C,Hunter WTP,Non-City Owned,NY0241075
K-2000051-04,Hunter WTP,,1/8/2020,,10:08,"Coliform, Fecal",Done,<1,FC/100mL,Hunter WTP,Non-City Owned,NY0241075
K-2000051-04,Hunter WTP,,1/8/2020,,10:08,BOD,Done,<3.0,mg/L,Hunter WTP,Non-City Owned,NY0241075
E-2000025-02,BEDFORD PARK APARTMENTS,,1/8/2020,,9:06,"Coliform, Fecal",Warning,>600,FC/100mL,Bedford Park Apartments,Non-City Owned,NY0033596
E-2000025-02,BEDFORD PARK APARTMENTS,,1/8/2020,,9:06,CBOD,Failure,Error,mg/L,Bedford Park Apartments,Non-City Owned,NY0033596
E-2000025-05,Katonah Elementary School,,1/8/2020,,8:32,pH,Done,6.79,,,Non-City Owned,NY0259861
E-2000025-05,Katonah Elementary School,,1/8/2020,,8:32,Temperature,Done,6.7,C,,Non-City Owned,NY0259861
E-2000025-05,Katonah Elementary School,,1/8/2020,,8:32,"Coliform, Fecal",Warning,E160,FC/100mL,,Non-City Owned,NY0259861
E-2000025-05,Katonah Elementary School,,1/8/2020,,8:32,CBOD,Failure,Error,mg/L,,Non-City Owned,NY0259861
E-2000024-01,KENT NURSING HOME,,1/8/2020,,11:32,Dissolved Oxygen,Done,10.9,mg/L,,Non-City Owned,NY0028924
E-2000024-01,KENT NURSING HOME,,1/8/2020,,11:32,pH,Warning,7.58,,,Non-City Owned,NY0028924
E-2000024-01,KENT NURSING HOME,,1/8/2020,,11:32,Temperature,Done,8.4,C,,Non-City Owned,NY0028924
E-2000024-01,KENT NURSING HOME,,1/8/2020,,11:32,"Coliform, Fecal",Done,<1,FC/100mL,,Non-City Owned,NY0028924
E-2000024-01,KENT NURSING HOME,,1/8/2020,,11:32,CBOD,Warning,<3.0,mg/L,,Non-City Owned,NY0028924
E-2000024-03,CLEAR POOL CAMP,,1/8/2020,,,Dissolved Oxygen,Cancel,Cancel,mg/L,,Non-City Owned,NY0098621
E-2000024-03,CLEAR POOL CAMP,,1/8/2020,,,pH,Cancel,Cancel,,,Non-City Owned,NY0098621
E-2000024-03,CLEAR POOL CAMP,,1/8/2020,,,Temperature,Cancel,Cancel,C,,Non-City Owned,NY0098621
E-2000024-03,CLEAR POOL CAMP,,1/8/2020,,,"Coliform, Fecal",Cancel,Cancel,FC/100mL,,Non-City Owned,NY0098621
E-2000024-03,CLEAR POOL CAMP,,1/8/2020,,,CBOD,Cancel,Cancel,mg/L,,Non-City Owned,NY0098621
E-2000024-05,MAHOPAC STP EFF,,1/8/2020,,9:58,Dissolved Oxygen,Done,9.5,mg/L,Mahopac STP,City Owned - Effluent,NY0026590
E-2000024-05,MAHOPAC STP EFF,,1/8/2020,,9:58,"Coliform, Fecal",Done,<1,FC/100mL,Mahopac STP,City Owned - Effluent,NY0026590
E-2000024-06,MAHOPAC STP EFF,1/8/2020,1/8/2020,4:00,10:00,CBOD,Warning,<3.0,mg/L,Mahopac STP,City Owned - Effluent,NY0026590
E-2000024-07,MAHOPAC STP INF,1/8/2020,1/8/2020,4:00,10:00,CBOD,Warning,202,mg/L,Mahopac STP,City Owned - Influent,
E-2000025-01,BEDFORD HILLS CORRECTIONAL FAC,,1/8/2020,,7:57,Dissolved Oxygen,Done,10.8,mg/L,,Non-City Owned,NY0101885
E-2000025-01,BEDFORD HILLS CORRECTIONAL FAC,,1/8/2020,,7:57,pH,Warning,6.78,,,Non-City Owned,NY0101885
E-2000025-01,BEDFORD HILLS CORRECTIONAL FAC,,1/8/2020,,7:57,Temperature,Warning,9.7,C,,Non-City Owned,NY0101885
E-2000025-01,BEDFORD HILLS CORRECTIONAL FAC,,1/8/2020,,7:57,"Coliform, Fecal",Warning,<1,FC/100mL,,Non-City Owned,NY0101885
E-2000025-01,BEDFORD HILLS CORRECTIONAL FAC,,1/8/2020,,7:57,CBOD,Warning,<3.0,mg/L,,Non-City Owned,NY0101885
E-2000025-02,BEDFORD PARK APARTMENTS,,1/8/2020,,9:06,pH,Done,7.15,,Bedford Park Apartments,Non-City Owned,NY0033596
E-2000025-02,BEDFORD PARK APARTMENTS,,1/8/2020,,9:06,Temperature,Done,10.7,C,Bedford Park Apartments,Non-City Owned,NY0033596
G-1905721-02,RGC,1/8/2020,1/8/2020,8:00,14:04,"Phosphorus, Total (as P)",Done,11,µg/L,Grahamsville,City Owned - Effluent,NY0026549
G-2000054-01,STP,,1/8/2020,,10:59,Turbidity,Done,0.25,NTU,STAMFORD,Non-City Owned,NY0021555
G-2000054-01,STP,,1/8/2020,,10:59,"Phosphorus, Total (as P)",Warning,7,µg/L,STAMFORD,Non-City Owned,NY0021555
G-2000054-02,HTP,,1/8/2020,,10:04,Turbidity,Done,0.2,NTU,HOBART,Non-City Owned,NY0029254
G-2000054-02,HTP,,1/8/2020,,10:04,"Phosphorus, Total (as P)",Done,11,µg/L,HOBART,Non-City Owned,NY0029254
G-2000054-03,RTP,,1/8/2020,,12:07,Turbidity,Done,1.1,NTU,Pepacton,Non-City Owned,NY0099562
G-2000054-03,RTP,,1/8/2020,,12:07,"Phosphorus, Total (as P)",Done,41,µg/L,Pepacton,Non-City Owned,NY0099562
G-2000054-04,DCD,,1/8/2020,,11:43,Chloride,Done,290,mg/L,MOUNTAINSIDE FARMS,Non-City Owned,NY0084590
G-2000054-04,DCD,,1/8/2020,,11:43,Nitrate (as N),Done,7.07,mg/L,MOUNTAINSIDE FARMS,Non-City Owned,NY0084590
G-2000054-04,DCD,,1/8/2020,,11:43,Turbidity,Done,0.4,NTU,MOUNTAINSIDE FARMS,Non-City Owned,NY0084590
G-2000054-04,DCD,,1/8/2020,,11:43,"Phosphorus, Total (as P)",Done,38,µg/L,MOUNTAINSIDE FARMS,Non-City Owned,NY0084590
G-2000054-04,DCD,,1/8/2020,,11:43,MBAS,Warning,0.12,mg/L,MOUNTAINSIDE FARMS,Non-City Owned,NY0084590
G-2000054-05,PFTP,,1/8/2020,,12:45,Turbidity,Done,0.65,NTU,Pepacton,Non-City Owned,NY0261521
G-2000054-05,PFTP,,1/8/2020,,12:45,"Phosphorus, Total (as P)",Done,40,µg/L,Pepacton,Non-City Owned,NY0261521
E-2000024-01,KENT NURSING HOME,,1/8/2020,,11:32,"Phosphorus, Total (as P)",Done,35,µg/L,,Non-City Owned,NY0028924
E-2000024-03,CLEAR POOL CAMP,,1/8/2020,,,"Phosphorus, Total (as P)",Cancel,Cancel,µg/L,,Non-City Owned,NY0098621
E-2000024-06,MAHOPAC STP EFF,1/8/2020,1/8/2020,4:00,10:00,"Phosphorus, Total (as P)",Done,13,µg/L,Mahopac STP,City Owned - Effluent,NY0026590
E-2000025-01,BEDFORD HILLS CORRECTIONAL FAC,,1/8/2020,,7:57,"Phosphorus, Total (as P)",Done,41,µg/L,,Non-City Owned,NY0101885
K-2000051-02,Elka Park,,1/8/2020,,10:56,Turbidity,Done,0.15,NTU,Elka Park,Non-City Owned,NY0092991
K-2000051-02,Elka Park,,1/8/2020,,10:56,"Phosphorus, Total (as P)",Done,135,µg/L,Elka Park,Non-City Owned,NY0092991
K-2000051-03,Mt View TC,,1/8/2020,,9:25,Turbidity,Cancel,Cancel,NTU,Mountain View,Non-City Owned,NY0263052
K-2000051-03,Mt View TC,,1/8/2020,,9:25,"Phosphorus, Total (as P)",Cancel,Cancel,µg/L,Mountain View,Non-City Owned,NY0263052
K-2000051-04,Hunter WTP,,1/8/2020,,10:08,Turbidity,Done,0.15,NTU,Hunter WTP,Non-City Owned,NY0241075
K-2000051-04,Hunter WTP,,1/8/2020,,10:08,"Phosphorus, Total (as P)",Done,19,µg/L,Hunter WTP,Non-City Owned,NY0241075
K-2000112-01,Mt View TC,,1/9/2020,,,Turbidity,Done,4.5,NTU,Mountain View,Non-City Owned,NY0263052
K-2000112-01,Mt View TC,,1/9/2020,,,"Phosphorus, Total (as P)",Done,198,µg/L,Mountain View,Non-City Owned,NY0263052
K-2000113-01,Windham WTP,,1/9/2020,5:30,,Turbidity,Done,0.1,NTU,Windham WTP,Non-City Owned,NY0262935
K-2000113-01,Windham WTP,,1/9/2020,5:30,,"Phosphorus, Total (as P)",Done,19,µg/L,Windham WTP,Non-City Owned,NY0262935
K-2000113-02,Prattsville WTP,,1/9/2020,,,Turbidity,Done,0.1,NTU,Prattsville WTP,Non-City Owned,NY0263028
K-2000113-02,Prattsville WTP,,1/9/2020,,,"Phosphorus, Total (as P)",Done,10,µg/L,Prattsville WTP,Non-City Owned,NY0263028
K-2000113-03,Ashland WTP,,1/9/2020,,,Turbidity,Cancel,Cancel,NTU,Ashland WTP,Non-City Owned,NY0263214
K-2000113-03,Ashland WTP,,1/9/2020,,,"Phosphorus, Total (as P)",Cancel,Cancel,µg/L,Ashland WTP,Non-City Owned,NY0263214
K-1905510-01,Windham WTP,1/9/2020,1/9/2020,,9:20,"Phosphorus, Total (as P)",Done,29,µg/L,Windham WTP,Non-City Owned,NY0262935
E-2000026-01,HERITAGE HILLS,,1/9/2020,,10:00,"Phosphorus, Total (as P)",Failure,Error,µg/L,,Non-City Owned,NY0026891
E-2000026-01A,HERITAGE HILLS,,1/9/2020,,10:00,"Phosphorus, Total (as P)",Done,14,µg/L,,Non-City Owned,NY0026891
E-2000026-02,IBM SOMERS,,1/9/2020,,9:29,"Phosphorus, Total (as P)",Done,10,µg/L,,Non-City Owned,NY0165948
E-2000026-03,RIVERWOOD,,1/9/2020,,10:38,"Phosphorus, Total (as P)",Done,133,µg/L,,Non-City Owned,NY0165425
K-1905511-01,Prattsville WTP,1/8/2020,1/9/2020,,12:30,"Phosphorus, Total (as P)",Done,23,µg/L,Prattsville WTP,Non-City Owned,NY0263028
K-1905511-01,Prattsville WTP,1/8/2020,1/9/2020,,12:30,CBOD,Done,<3.0,mg/L,Prattsville WTP,Non-City Owned,NY0263028
K-1905511-01,Prattsville WTP,1/8/2020,1/9/2020,,12:30,Total Kjeldahl Nitrogen,Done,2,mg/L,Prattsville WTP,Non-City Owned,NY0263028
E-2000026-01,HERITAGE HILLS,,1/9/2020,,10:00,Dissolved Oxygen,Done,10.8,mg/L,,Non-City Owned,NY0026891
E-2000026-01,HERITAGE HILLS,,1/9/2020,,10:00,pH,Done,7.32,,,Non-City Owned,NY0026891
E-2000026-01,HERITAGE HILLS,,1/9/2020,,10:00,Temperature,Done,11,C,,Non-City Owned,NY0026891
E-2000026-01,HERITAGE HILLS,,1/9/2020,,10:00,"Coliform, Fecal",Done,<1,FC/100mL,,Non-City Owned,NY0026891
E-2000026-01,HERITAGE HILLS,,1/9/2020,,10:00,CBOD,Done,<3.0,mg/L,,Non-City Owned,NY0026891
E-2000026-02,IBM SOMERS,,1/9/2020,,9:29,Dissolved Oxygen,Done,9.8,mg/L,,Non-City Owned,NY0165948
E-2000026-02,IBM SOMERS,,1/9/2020,,9:29,pH,Done,7.89,,,Non-City Owned,NY0165948
E-2000026-02,IBM SOMERS,,1/9/2020,,9:29,Temperature,Done,18,C,,Non-City Owned,NY0165948
E-2000026-02,IBM SOMERS,,1/9/2020,,9:29,"Coliform, Fecal",Done,<1,FC/100mL,,Non-City Owned,NY0165948
E-2000026-02,IBM SOMERS,,1/9/2020,,9:29,CBOD,Done,<3.0,mg/L,,Non-City Owned,NY0165948
E-2000026-03,RIVERWOOD,,1/9/2020,,10:38,Dissolved Oxygen,Done,6.4,mg/L,,Non-City Owned,NY0165425
E-2000026-03,RIVERWOOD,,1/9/2020,,10:38,pH,Done,6.68,,,Non-City Owned,NY0165425
E-2000026-03,RIVERWOOD,,1/9/2020,,10:38,Temperature,Done,8.6,C,,Non-City Owned,NY0165425
E-2000026-03,RIVERWOOD,,1/9/2020,,10:38,"Coliform, Fecal",Done,<1,FC/100mL,,Non-City Owned,NY0165425
E-2000026-03,RIVERWOOD,,1/9/2020,,10:38,CBOD,Done,4.3,mg/L,,Non-City Owned,NY0165425
K-2000112-01,Mt View TC,,1/9/2020,,,Dissolved Oxygen,Done,9.9,mg/L,Mountain View,Non-City Owned,NY0263052
K-2000112-01,Mt View TC,,1/9/2020,,,pH,Done,8.22,,Mountain View,Non-City Owned,NY0263052
K-2000112-01,Mt View TC,,1/9/2020,,,Temperature,Done,15,C,Mountain View,Non-City Owned,NY0263052
K-2000112-01,Mt View TC,,1/9/2020,,,"Coliform, Fecal",Done,<1,FC/100mL,Mountain View,Non-City Owned,NY0263052
K-2000112-01,Mt View TC,,1/9/2020,,,CBOD,Done,<3.0,mg/L,Mountain View,Non-City Owned,NY0263052
K-2000113-01,Windham WTP,,1/9/2020,5:30,,Dissolved Oxygen,Done,12.2,mg/L,Windham WTP,Non-City Owned,NY0262935
K-2000113-01,Windham WTP,,1/9/2020,5:30,,pH,Done,6,,Windham WTP,Non-City Owned,NY0262935
K-2000113-01,Windham WTP,,1/9/2020,5:30,,Temperature,Done,6.1,C,Windham WTP,Non-City Owned,NY0262935
K-2000113-01,Windham WTP,,1/9/2020,5:30,,"Coliform, Fecal",Done,<1,FC/100mL,Windham WTP,Non-City Owned,NY0262935
K-2000113-01,Windham WTP,,1/9/2020,5:30,,BOD,Done,<3.0,mg/L,Windham WTP,Non-City Owned,NY0262935
K-2000113-02,Prattsville WTP,,1/9/2020,,,Dissolved Oxygen,Done,5.9,mg/L,Prattsville WTP,Non-City Owned,NY0263028
K-2000113-02,Prattsville WTP,,1/9/2020,,,pH,Done,7.07,,Prattsville WTP,Non-City Owned,NY0263028
K-2000113-02,Prattsville WTP,,1/9/2020,,,Temperature,Done,12.5,C,Prattsville WTP,Non-City Owned,NY0263028
K-2000113-02,Prattsville WTP,,1/9/2020,,,"Coliform, Fecal",Done,<1,FC/100mL,Prattsville WTP,Non-City Owned,NY0263028
K-2000113-02,Prattsville WTP,,1/9/2020,,,CBOD,Done,<3.0,mg/L,Prattsville WTP,Non-City Owned,NY0263028
K-2000113-02,Prattsville WTP,,1/9/2020,,,Total Kjeldahl Nitrogen,Done,1.5,mg/L,Prattsville WTP,Non-City Owned,NY0263028
K-2000113-03,Ashland WTP,,1/9/2020,,,Dissolved Oxygen,Cancel,Cancel,mg/L,Ashland WTP,Non-City Owned,NY0263214
K-2000113-03,Ashland WTP,,1/9/2020,,,pH,Cancel,Cancel,,Ashland WTP,Non-City Owned,NY0263214
K-2000113-03,Ashland WTP,,1/9/2020,,,Temperature,Cancel,Cancel,C,Ashland WTP,Non-City Owned,NY0263214
K-2000113-03,Ashland WTP,,1/9/2020,,,"Coliform, Fecal",Cancel,Cancel,FC/100mL,Ashland WTP,Non-City Owned,NY0263214
K-2000113-03,Ashland WTP,,1/9/2020,,,BOD,Cancel,Cancel,mg/L,Ashland WTP,Non-City Owned,NY0263214
K-1905510-01,Windham WTP,1/9/2020,1/9/2020,,9:20,BOD,Done,<3.0,mg/L,Windham WTP,Non-City Owned,NY0262935
E-2000026-01,HERITAGE HILLS,,1/9/2020,,10:00,"Solids, Settleable",Done,<0.1,mL/L,,Non-City Owned,NY0026891
E-2000026-01,HERITAGE HILLS,,1/9/2020,,10:00,Ammonia (as NH3),Done,0.6,mg/L,,Non-City Owned,NY0026891
E-2000026-02,IBM SOMERS,,1/9/2020,,9:29,"Solids, Settleable",Done,<0.1,mL/L,,Non-City Owned,NY0165948
E-2000026-02,IBM SOMERS,,1/9/2020,,9:29,Ammonia (as NH3),Done,<0.30,mg/L,,Non-City Owned,NY0165948
E-2000026-03,RIVERWOOD,,1/9/2020,,10:38,"Solids, Settleable",Done,<0.1,mL/L,,Non-City Owned,NY0165425
E-2000026-03,RIVERWOOD,,1/9/2020,,10:38,Ammonia (as NH3),Failure,Error,mg/L,,Non-City Owned,NY0165425
E-2000026-03A,RIVERWOOD,,1/9/2020,,10:38,Ammonia (as NH3),Done,5.36,mg/L,,Non-City Owned,NY0165425
K-2000113-02,Prattsville WTP,,1/9/2020,,,"Solids, Settleable",Done,<0.1,mL/L,Prattsville WTP,Non-City Owned,NY0263028
K-2000113-03,Ashland WTP,,1/9/2020,,,"Solids, Settleable",Cancel,Cancel,mL/L,Ashland WTP,Non-City Owned,NY0263214
K-2000113-03,Ashland WTP,,1/9/2020,,,Ammonia (as NH3),Cancel,Cancel,mg/L,Ashland WTP,Non-City Owned,NY0263214
K-2000112-01,Mt View TC,,1/9/2020,,,"Solids, Settleable",Done,<0.1,mL/L,Mountain View,Non-City Owned,NY0263052
K-2000112-01,Mt View TC,,1/9/2020,,,Ammonia (as NH3),Warning,4.74,mg/L,Mountain View,Non-City Owned,NY0263052
K-2000113-01,Windham WTP,,1/9/2020,5:30,,"Solids, Settleable",Done,<0.1,mL/L,Windham WTP,Non-City Owned,NY0262935
E-2000026-01,HERITAGE HILLS,,1/9/2020,,10:00,"Solids, Total Suspended",Warning,<1.0,mg/L,,Non-City Owned,NY0026891
E-2000026-02,IBM SOMERS,,1/9/2020,,9:29,"Solids, Total Suspended",Warning,<1.0,mg/L,,Non-City Owned,NY0165948
E-2000026-02,IBM SOMERS,,1/9/2020,,9:29,"Chlorine Residual, Total",Done,<0.05,mg/L,,Non-City Owned,NY0165948
E-2000026-03,RIVERWOOD,,1/9/2020,,10:38,"Solids, Total Suspended",Warning,<1.0,mg/L,,Non-City Owned,NY0165425
E-2000026-03,RIVERWOOD,,1/9/2020,,10:38,"Chlorine Residual, Total",Done,<0.05,mg/L,,Non-City Owned,NY0165425
K-1905511-01,Prattsville WTP,1/8/2020,1/9/2020,,12:30,"Solids, Total Suspended",Done,<1.0,mg/L,Prattsville WTP,Non-City Owned,NY0263028
K-1905510-01,Windham WTP,1/9/2020,1/9/2020,,9:20,"Solids, Total Suspended",Done,<1.1,mg/L,Windham WTP,Non-City Owned,NY0262935
K-1905510-01,Windham WTP,1/9/2020,1/9/2020,,9:20,"Chlorine Residual, Total",Done,<0.05,mg/L,Windham WTP,Non-City Owned,NY0262935
K-2000112-01,Mt View TC,,1/9/2020,,,"Solids, Total Suspended",Done,1.2,mg/L,Mountain View,Non-City Owned,NY0263052
K-2000113-01,Windham WTP,,1/9/2020,5:30,,"Solids, Total Suspended",Done,<1.0,mg/L,Windham WTP,Non-City Owned,NY0262935
K-2000113-01,Windham WTP,,1/9/2020,5:30,,"Chlorine Residual, Total",Done,<0.05,mg/L,Windham WTP,Non-City Owned,NY0262935
K-2000113-02,Prattsville WTP,,1/9/2020,,,"Solids, Total Suspended",Done,<1.1,mg/L,Prattsville WTP,Non-City Owned,NY0263028
K-2000113-03,Ashland WTP,,1/9/2020,,,"Solids, Total Suspended",Cancel,Cancel,mg/L,Ashland WTP,Non-City Owned,NY0263214
G-2000242-01,WSP,,1/13/2020,,10:15,Ceriodaphnia dubia,Done,1,TUc,WALTON,Non-City Owned,NY0027154
G-2000242-01,WSP,,1/13/2020,,10:15,Pimephales promelas,Warning,NE,TUc,WALTON,Non-City Owned,NY0027154
G-2000242-02,DTP,,1/13/2020,,9:00,Ceriodaphnia dubia,Done,4,TUc,DELHI,Non-City Owned,NY0020265
G-2000242-02,DTP,,1/13/2020,,9:00,Pimephales promelas,Warning,NE,TUc,DELHI,Non-City Owned,NY0020265
G-2000126-01,DTP,1/12/2020,1/13/2020,9:00,9:00,Turbidity,Cancel,Cancel,NTU,DELHI,Non-City Owned,NY0020265
G-2000126-02,WSP,1/12/2020,1/13/2020,10:00,10:15,Turbidity,Cancel,Cancel,NTU,WALTON,Non-City Owned,NY0027154
E-2000155-01,RANDOM FARMS,,1/14/2020,,12:13,Nitrate (as N),Warning,13.58,mg/L,,Non-City Owned,NY0165743
E-2000155-01,RANDOM FARMS,,1/14/2020,,12:13,"Phosphorus, Total (as P)",Done,3040,µg/L,,Non-City Owned,NY0165743
E-2000155-04,TOWNE CENTRE SOUTHEAST,,1/14/2020,,10:53,"Phosphorus, Total (as P)",Done,8,µg/L,,Non-City Owned,NY0219045
E-2000155-04A,TOWNE CENTRE SOUTHEAST,,1/14/2020,,10:53,"Phosphorus, Total (as P)",Failure,Error,µg/L,,Non-City Owned,NY0219045
E-2000155-01,RANDOM FARMS,,1/14/2020,,12:13,pH,Done,7.36,,,Non-City Owned,NY0165743
