OrganizationIdentifier,OrganizationFormalName,ActivityIdentifier,ActivityStartDate,ActivityStartTime/Time,ActivityStartTime/TimeZoneCode,MonitoringLocationIdentifier,ResultIdentifier,DataLoggerLine,ResultDetectionConditionText,MethodSpecificationName,CharacteristicName,ResultSampleFractionText,ResultMeasureValue,ResultMeasure/MeasureUnitCode,MeasureQualifierCode,ResultStatusIdentifier,StatisticalBaseCode,ResultValueTypeName,ResultWeightBasisText,ResultTimeBasisText,ResultTemperatureBasisText,ResultParticleSizeBasisText,PrecisionValue,DataQuality/BiasValue,ConfidenceIntervalValue,UpperConfidenceLimitValue,LowerConfidenceLimitValue,ResultCommentText,USGSPCode,ResultDepthHeightMeasure/MeasureValue,ResultDepthHeightMeasure/MeasureUnitCode,ResultDepthAltitudeReferencePointText,ResultSamplingPointName,BiologicalIntentName,BiologicalIndividualIdentifier,SubjectTaxonomicName,UnidentifiedSpeciesIdentifier,SampleTissueAnatomyName,GroupSummaryCountWeight/MeasureValue,GroupSummaryCountWeight/MeasureUnitCode,CellFormName,CellShapeName,HabitName,VoltismName,TaxonomicPollutionTolerance,TaxonomicPollutionToleranceScaleText,TrophicLevelName,FunctionalFeedingGroupName,TaxonomicDetailsCitation/ResourceTitleName,TaxonomicDetailsCitation/ResourceCreatorName,TaxonomicDetailsCitation/ResourceSubjectText,TaxonomicDetailsCitation/ResourcePublisherName,TaxonomicDetailsCitation/ResourceDate,TaxonomicDetailsCitation/ResourceIdentifier,FrequencyClassInformationUrl,ResultAnalyticalMethod/MethodIdentifier,ResultAnalyticalMethod/MethodIdentifierContext,ResultAnalyticalMethod/MethodName,ResultAnalyticalMethod/MethodUrl,ResultAnalyticalMethod/MethodQualifierTypeName,MethodDescriptionText,LaboratoryName,AnalysisStartDate,AnalysisStartTime/Time,AnalysisStartTime/TimeZoneCode,AnalysisEndDate,AnalysisEndTime/Time,AnalysisEndTime/TimeZoneCode,ResultLaboratoryCommentCode,ResultLaboratoryCommentText,ResultDetectionQuantitationLimitUrl,LaboratoryAccreditationIndicator,LaboratoryAccreditationAuthorityName,TaxonomistAccreditationIndicator,TaxonomistAccreditationAuthorityName,LabSamplePreparationUrl,ProviderName
31ISC2RS_WQX,Interstate Environmental Commission,31ISC2RS_WQX-E12:20100706-716-pH D:1,2010-07-06,07:16:00,EST,31ISC2RS_WQX-E12,STORET-722672900,,,,pH,,8.1,None,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4500-H+B,APHA,"4500 H+B ~ pH in Water by Potentiometry, pH Value in Water by Potentiometry Using a Standard Hydrogen Electrode",,,https://www.nemi.gov/methods/method_summary/4707/,,,,,,,,,,,,,,,,STORET
31ISC2RS_WQX,Interstate Environmental Commission,31ISC2RS_WQX-E12:20100816-859-Sal D:4,2010-08-16,08:59:00,EST,31ISC2RS_WQX-E12,STORET-722674131,,,,Salinity,,27.8,ppt,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2520-B,APHA,2520 B ~ Salinity in Water- Electrical Conductivity Method,,,,,,,,,,,,,,,,,,,STORET
31ISC2RS_WQX,Interstate Environmental Commission,31ISC2RS_WQX-LISS08302010E12DO2,2010-08-30,07:40:00,EST,31ISC2RS_WQX-E12,STORET-94590091,,,,Dissolved oxygen (DO),,3.2,mg/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
31ISC2RS_WQX,Interstate Environmental Commission,31ISC2RS_WQX-E12:20100809-715-Dis D:1,2010-08-09,07:15:00,EST,31ISC2RS_WQX-E12,STORET-722672470,,,,Dissolved oxygen (DO),,5,mg/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,360.1,USEPA,Dissolved Oxygen Using an ISE,,,https://www.nemi.gov/methods/method_summary/5252/,,,,,,,,,,,,,,,,STORET
31ISC2RS_WQX,Interstate Environmental Commission,31ISC2RS_WQX-E12:20100719-722-Sal D:2.1,2010-07-19,07:22:00,EST,31ISC2RS_WQX-E12,STORET-722673843,,,,Salinity,,26.9,ppt,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2520-B,APHA,2520 B ~ Salinity in Water- Electrical Conductivity Method,,,,,,,,,,,,,,,,,,,STORET
31ISC2RS_WQX,Interstate Environmental Commission,31ISC2RS_WQX-E12:20100712-722-Dis D:3,2010-07-12,07:22:00,EST,31ISC2RS_WQX-E12,STORET-722672174,,,,Dissolved oxygen (DO),,2.7,mg/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,360.1,USEPA,Dissolved Oxygen Using an ISE,,,https://www.nemi.gov/methods/method_summary/5252/,,,,,,,,,,,,,,,,STORET
31ISC2RS_WQX,Interstate Environmental Commission,31ISC2RS_WQX-E12:20100726-727-Dis D:1,2010-07-26,07:27:00,EST,31ISC2RS_WQX-E12,STORET-722672322,,,,Dissolved oxygen (DO),,4.2,mg/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,360.1,USEPA,Dissolved Oxygen Using an ISE,,,https://www.nemi.gov/methods/method_summary/5252/,,,,,,,,,,,,,,,,STORET
31ISC2RS_WQX,Interstate Environmental Commission,31ISC2RS_WQX-E12:20100830-739-pH D:3.6,2010-08-30,07:39:00,EST,31ISC2RS_WQX-E12,STORET-722673406,,,,pH,,7.3,None,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4500-H+B,APHA,"4500 H+B ~ pH in Water by Potentiometry, pH Value in Water by Potentiometry Using a Standard Hydrogen Electrode",,,https://www.nemi.gov/methods/method_summary/4707/,,,,,,,,,,,,,,,,STORET
31ISC2RS_WQX,Interstate Environmental Commission,31ISC2RS_WQX-LISS08162010E12Salinity1,2010-08-16,09:01:00,EST,31ISC2RS_WQX-E12,STORET-94592091,,,,"Temperature, water",,24.2,deg C,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
31ISC2RS_WQX,Interstate Environmental Commission,31ISC2RS_WQX-E12:20100830-740-Dis D:1.8,2010-08-30,07:40:00,EST,31ISC2RS_WQX-E12,STORET-722672611,,,,Dissolved oxygen (DO),,3.2,mg/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,360.1,USEPA,Dissolved Oxygen Using an ISE,,,https://www.nemi.gov/methods/method_summary/5252/,,,,,,,,,,,,,,,,STORET
31ISC2RS_WQX,Interstate Environmental Commission,31ISC2RS_WQX-E12:20100830-740-Tem D:1.8,2010-08-30,07:40:00,EST,31ISC2RS_WQX-E12,STORET-722675796,,,,"Temperature, water",,24.1,deg C,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170.1,USEPA,Temperature,,,https://www.nemi.gov/methods/method_summary/5216/,,,,,,,,,,,,,,,,STORET
31ISC2RS_WQX,Interstate Environmental Commission,31ISC2RS_WQX-LISS09072010E12DO3,2010-09-07,07:22:00,EST,31ISC2RS_WQX-E12,STORET-94590163,,,,Dissolved oxygen (DO),,3.7,mg/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
31ISC2RS_WQX,Interstate Environmental Commission,31ISC2RS_WQX-LISS08162010E12Salinity2,2010-08-16,09:00:00,EST,31ISC2RS_WQX-E12,STORET-94592093,,,,"Temperature, water",,24.1,deg C,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
31ISC2RS_WQX,Interstate Environmental Commission,31ISC2RS_WQX-E12:20100913-733-Sal D:2.1,2010-09-13,07:33:00,EST,31ISC2RS_WQX-E12,STORET-722674351,,,,Salinity,,27.5,ppt,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2520-B,APHA,2520 B ~ Salinity in Water- Electrical Conductivity Method,,,,,,,,,,,,,,,,,,,STORET
31ISC2RS_WQX,Interstate Environmental Commission,31ISC2RS_WQX-LISS09072010E12Salinity2,2010-09-07,07:23:00,EST,31ISC2RS_WQX-E12,STORET-94592233,,,,"Temperature, water",,23.1,deg C,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
31ISC2RS_WQX,Interstate Environmental Commission,31ISC2RS_WQX-LISS06282010E12pH1,2010-06-28,07:40:00,EST,31ISC2RS_WQX-E12,STORET-94590309,,,,pH,,7.8,None,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
31ISC2RS_WQX,Interstate Environmental Commission,31ISC2RS_WQX-E12:20100628-740-Dis D:1,2010-06-28,07:40:00,EST,31ISC2RS_WQX-E12,STORET-722672034,,,,Dissolved oxygen (DO),,8.8,mg/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,360.1,USEPA,Dissolved Oxygen Using an ISE,,,https://www.nemi.gov/methods/method_summary/5252/,,,,,,,,,,,,,,,,STORET
31ISC2RS_WQX,Interstate Environmental Commission,31ISC2RS_WQX-LISS07192010E12DO1,2010-07-19,07:23:00,EST,31ISC2RS_WQX-E12,STORET-94589725,,,,Dissolved oxygen (DO),,6.4,mg/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
31ISC2RS_WQX,Interstate Environmental Commission,31ISC2RS_WQX-LISS08022010E12DO1,2010-08-02,07:28:00,EST,31ISC2RS_WQX-E12,STORET-94589872,,,,Dissolved oxygen (DO),,5.8,mg/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
31ISC2RS_WQX,Interstate Environmental Commission,31ISC2RS_WQX-LISS08092010E12DO1,2010-08-09,07:15:00,EST,31ISC2RS_WQX-E12,STORET-94589944,,,,Dissolved oxygen (DO),,5,mg/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
31ISC2RS_WQX,Interstate Environmental Commission,31ISC2RS_WQX-E12:20100706-715-Sal D:3,2010-07-06,07:15:00,EST,31ISC2RS_WQX-E12,STORET-722673695,,,,Salinity,,23.6,ppt,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2520-B,APHA,2520 B ~ Salinity in Water- Electrical Conductivity Method,,,,,,,,,,,,,,,,,,,STORET
31ISC2RS_WQX,Interstate Environmental Commission,31ISC2RS_WQX-LISS08162010E12Salinity2,2010-08-16,09:00:00,EST,31ISC2RS_WQX-E12,STORET-94592092,,,,"Temperature, water",,23.9,deg C,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
31ISC2RS_WQX,Interstate Environmental Commission,31ISC2RS_WQX-E12:20100907-724-Tem D:1,2010-09-07,07:24:00,EST,31ISC2RS_WQX-E12,STORET-722675873,,,,"Temperature, water",,23.1,deg C,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170.1,USEPA,Temperature,,,https://www.nemi.gov/methods/method_summary/5216/,,,,,,,,,,,,,,,,STORET
31ISC2RS_WQX,Interstate Environmental Commission,31ISC2RS_WQX-E12:20100712-722-Sal D:3,2010-07-12,07:22:00,EST,31ISC2RS_WQX-E12,STORET-722673766,,,,Salinity,,23.7,ppt,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2520-B,APHA,2520 B ~ Salinity in Water- Electrical Conductivity Method,,,,,,,,,,,,,,,,,,,STORET
31ISC2RS_WQX,Interstate Environmental Commission,31ISC2RS_WQX-E12:20100907-723-Dis D:1.8,2010-09-07,07:23:00,EST,31ISC2RS_WQX-E12,STORET-722672687,,,,Dissolved oxygen (DO),,3.6,mg/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,360.1,USEPA,Dissolved Oxygen Using an ISE,,,https://www.nemi.gov/methods/method_summary/5252/,,,,,,,,,,,,,,,,STORET
31ISC2RS_WQX,Interstate Environmental Commission,31ISC2RS_WQX-LISS07122010E12DO3,2010-07-12,07:22:00,EST,31ISC2RS_WQX-E12,STORET-94589655,,,,Dissolved oxygen (DO),,2.7,mg/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
31ISC2RS_WQX,Interstate Environmental Commission,31ISC2RS_WQX-E12:20100809-714-Tem D:1.8,2010-08-09,07:14:00,EST,31ISC2RS_WQX-E12,STORET-722675654,,,,"Temperature, water",,24.3,deg C,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170.1,USEPA,Temperature,,,https://www.nemi.gov/methods/method_summary/5216/,,,,,,,,,,,,,,,,STORET
31ISC2RS_WQX,Interstate Environmental Commission,31ISC2RS_WQX-E12:20100907-724-pH D:1,2010-09-07,07:24:00,EST,31ISC2RS_WQX-E12,STORET-722673484,,,,pH,,7.4,None,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4500-H+B,APHA,"4500 H+B ~ pH in Water by Potentiometry, pH Value in Water by Potentiometry Using a Standard Hydrogen Electrode",,,https://www.nemi.gov/methods/method_summary/4707/,,,,,,,,,,,,,,,,STORET
31ISC2RS_WQX,Interstate Environmental Commission,31ISC2RS_WQX-E12:20100628-740-pH D:1,2010-06-28,07:40:00,EST,31ISC2RS_WQX-E12,STORET-722672830,,,,pH,,7.8,None,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4500-H+B,APHA,"4500 H+B ~ pH in Water by Potentiometry, pH Value in Water by Potentiometry Using a Standard Hydrogen Electrode",,,https://www.nemi.gov/methods/method_summary/4707/,,,,,,,,,,,,,,,,STORET
31ISC2RS_WQX,Interstate Environmental Commission,31ISC2RS_WQX-E12:20100628-738-Tem D:2.1,2010-06-28,07:38:00,EST,31ISC2RS_WQX-E12,STORET-722675218,,,,"Temperature, water",,21.7,deg C,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170.1,USEPA,Temperature,,,https://www.nemi.gov/methods/method_summary/5216/,,,,,,,,,,,,,,,,STORET
31ISC2RS_WQX,Interstate Environmental Commission,31ISC2RS_WQX-E12:20100816-900-Tem D:1.8,2010-08-16,09:00:00,EST,31ISC2RS_WQX-E12,STORET-722675725,,,,"Temperature, water",,23.9,deg C,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170.1,USEPA,Temperature,,,https://www.nemi.gov/methods/method_summary/5216/,,,,,,,,,,,,,,,,STORET
31ISC2RS_WQX,Interstate Environmental Commission,31ISC2RS_WQX-LISS08022010E12Salinity2,2010-08-02,07:27:00,EST,31ISC2RS_WQX-E12,STORET-94591944,,,,"Temperature, water",,23.7,deg C,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
31ISC2RS_WQX,Interstate Environmental Commission,31ISC2RS_WQX-E12:20100913-734-pH D:1,2010-09-13,07:34:00,EST,31ISC2RS_WQX-E12,STORET-722673556,,,,pH,,7.5,None,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4500-H+B,APHA,"4500 H+B ~ pH in Water by Potentiometry, pH Value in Water by Potentiometry Using a Standard Hydrogen Electrode",,,https://www.nemi.gov/methods/method_summary/4707/,,,,,,,,,,,,,,,,STORET
31ISC2RS_WQX,Interstate Environmental Commission,31ISC2RS_WQX-E12:20100913-732-pH D:4,2010-09-13,07:32:00,EST,31ISC2RS_WQX-E12,STORET-722673554,,,,pH,,7.5,None,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4500-H+B,APHA,"4500 H+B ~ pH in Water by Potentiometry, pH Value in Water by Potentiometry Using a Standard Hydrogen Electrode",,,https://www.nemi.gov/methods/method_summary/4707/,,,,,,,,,,,,,,,,STORET
31ISC2RS_WQX,Interstate Environmental Commission,31ISC2RS_WQX-LISS09132010E12DO3,2010-09-13,07:32:00,EST,31ISC2RS_WQX-E12,STORET-94590239,,,,Dissolved oxygen (DO),,3.4,mg/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
31ISC2RS_WQX,Interstate Environmental Commission,31ISC2RS_WQX-LISS07192010E12pH1,2010-07-19,07:23:00,EST,31ISC2RS_WQX-E12,STORET-94590373,,,,pH,,7.5,None,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
31ISC2RS_WQX,Interstate Environmental Commission,31ISC2RS_WQX-E12:20100726-727-Sal D:1,2010-07-26,07:27:00,EST,31ISC2RS_WQX-E12,STORET-722673914,,,,Salinity,,26.5,ppt,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2520-B,APHA,2520 B ~ Salinity in Water- Electrical Conductivity Method,,,,,,,,,,,,,,,,,,,STORET
31ISC2RS_WQX,Interstate Environmental Commission,31ISC2RS_WQX-E12:20100809-715-Tem D:1,2010-08-09,07:15:00,EST,31ISC2RS_WQX-E12,STORET-722675655,,,,"Temperature, water",,24.9,deg C,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170.1,USEPA,Temperature,,,https://www.nemi.gov/methods/method_summary/5216/,,,,,,,,,,,,,,,,STORET
31ISC2RS_WQX,Interstate Environmental Commission,31ISC2RS_WQX-E12:20100830-740-Sal D:1.8,2010-08-30,07:40:00,EST,31ISC2RS_WQX-E12,STORET-722674203,,,,Salinity,,26.8,ppt,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2520-B,APHA,2520 B ~ Salinity in Water- Electrical Conductivity Method,,,,,,,,,,,,,,,,,,,STORET
31ISC2RS_WQX,Interstate Environmental Commission,31ISC2RS_WQX-E12:20100907-724-Dis D:1,2010-09-07,07:24:00,EST,31ISC2RS_WQX-E12,STORET-722672688,,,,Dissolved oxygen (DO),,3.9,mg/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,360.1,USEPA,Dissolved Oxygen Using an ISE,,,https://www.nemi.gov/methods/method_summary/5252/,,,,,,,,,,,,,,,,STORET
31ISC2RS_WQX,Interstate Environmental Commission,31ISC2RS_WQX-E12:20100830-741-pH D:1,2010-08-30,07:41:00,EST,31ISC2RS_WQX-E12,STORET-722673408,,,,pH,,7.3,None,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4500-H+B,APHA,"4500 H+B ~ pH in Water by Potentiometry, pH Value in Water by Potentiometry Using a Standard Hydrogen Electrode",,,https://www.nemi.gov/methods/method_summary/4707/,,,,,,,,,,,,,,,,STORET
31ISC2RS_WQX,Interstate Environmental Commission,31ISC2RS_WQX-E12:20100802-727-Dis D:2.1,2010-08-02,07:27:00,EST,31ISC2RS_WQX-E12,STORET-722672394,,,,Dissolved oxygen (DO),,5.7,mg/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,360.1,USEPA,Dissolved Oxygen Using an ISE,,,https://www.nemi.gov/methods/method_summary/5252/,,,,,,,,,,,,,,,,STORET
31ISC2RS_WQX,Interstate Environmental Commission,31ISC2RS_WQX-LISS08022010E12Salinity1,2010-08-02,07:28:00,EST,31ISC2RS_WQX-E12,STORET-94591943,,,,"Temperature, water",,23.8,deg C,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
31ISC2RS_WQX,Interstate Environmental Commission,31ISC2RS_WQX-LISS07192010E12DO2,2010-07-19,07:22:00,EST,31ISC2RS_WQX-E12,STORET-94589726,,,,Dissolved oxygen (DO),,5.5,mg/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
31ISC2RS_WQX,Interstate Environmental Commission,31ISC2RS_WQX-LISS09132010E12DO1,2010-09-13,07:34:00,EST,31ISC2RS_WQX-E12,STORET-94590237,,,,Dissolved oxygen (DO),,3.3,mg/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
31ISC2RS_WQX,Interstate Environmental Commission,31ISC2RS_WQX-E12:20100913-734-Sal D:1,2010-09-13,07:34:00,EST,31ISC2RS_WQX-E12,STORET-722674352,,,,Salinity,,27.5,ppt,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2520-B,APHA,2520 B ~ Salinity in Water- Electrical Conductivity Method,,,,,,,,,,,,,,,,,,,STORET
31ISC2RS_WQX,Interstate Environmental Commission,31ISC2RS_WQX-LISS08092010E12Salinity2,2010-08-09,07:14:00,EST,31ISC2RS_WQX-E12,STORET-94592016,,,,"Temperature, water",,24.3,deg C,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
31ISC2RS_WQX,Interstate Environmental Commission,31ISC2RS_WQX-E12:20100726-727-Tem D:1,2010-07-26,07:27:00,EST,31ISC2RS_WQX-E12,STORET-722675507,,,,"Temperature, water",,23.4,deg C,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170.1,USEPA,Temperature,,,https://www.nemi.gov/methods/method_summary/5216/,,,,,,,,,,,,,,,,STORET
31ISC2RS_WQX,Interstate Environmental Commission,31ISC2RS_WQX-LISS07062010E12DO2,2010-07-06,07:15:00,EST,31ISC2RS_WQX-E12,STORET-94589578,,,,Dissolved oxygen (DO),,7.4,mg/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
31ISC2RS_WQX,Interstate Environmental Commission,31ISC2RS_WQX-LISS07062010E12DO1,2010-07-06,07:16:00,EST,31ISC2RS_WQX-E12,STORET-94589577,,,,Dissolved oxygen (DO),,12.9,mg/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
31ISC2RS_WQX,Interstate Environmental Commission,31ISC2RS_WQX-E12:20100719-721-pH D:4.6,2010-07-19,07:21:00,EST,31ISC2RS_WQX-E12,STORET-722673046,,,,pH,,7.5,None,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4500-H+B,APHA,"4500 H+B ~ pH in Water by Potentiometry, pH Value in Water by Potentiometry Using a Standard Hydrogen Electrode",,,https://www.nemi.gov/methods/method_summary/4707/,,,,,,,,,,,,,,,,STORET
31ISC2RS_WQX,Interstate Environmental Commission,31ISC2RS_WQX-E12:20100830-739-Tem D:3.6,2010-08-30,07:39:00,EST,31ISC2RS_WQX-E12,STORET-722675795,,,,"Temperature, water",,24.1,deg C,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170.1,USEPA,Temperature,,,https://www.nemi.gov/methods/method_summary/5216/,,,,,,,,,,,,,,,,STORET
31ISC2RS_WQX,Interstate Environmental Commission,31ISC2RS_WQX-LISS09132010E12Salinity2,2010-09-13,07:33:00,EST,31ISC2RS_WQX-E12,STORET-94592309,,,,"Temperature, water",,20.7,deg C,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
31ISC2RS_WQX,Interstate Environmental Commission,31ISC2RS_WQX-LISS08302010E12Salinity3,2010-08-30,07:39:00,EST,31ISC2RS_WQX-E12,STORET-94591127,,,,Salinity,,27.0,ppt,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
31ISC2RS_WQX,Interstate Environmental Commission,31ISC2RS_WQX-E12:20100816-900-Sal D:1.8,2010-08-16,09:00:00,EST,31ISC2RS_WQX-E12,STORET-722674132,,,,Salinity,,27.8,ppt,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2520-B,APHA,2520 B ~ Salinity in Water- Electrical Conductivity Method,,,,,,,,,,,,,,,,,,,STORET
31ISC2RS_WQX,Interstate Environmental Commission,31ISC2RS_WQX-LISS07192010E12Salinity2,2010-07-19,07:22:00,EST,31ISC2RS_WQX-E12,STORET-94591797,,,,"Temperature, water",,23.1,deg C,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
31ISC2RS_WQX,Interstate Environmental Commission,31ISC2RS_WQX-E12:20100816-901-pH D:1,2010-08-16,09:01:00,EST,31ISC2RS_WQX-E12,STORET-722673337,,,,pH,,7.4,None,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4500-H+B,APHA,"4500 H+B ~ pH in Water by Potentiometry, pH Value in Water by Potentiometry Using a Standard Hydrogen Electrode",,,https://www.nemi.gov/methods/method_summary/4707/,,,,,,,,,,,,,,,,STORET
31ISC2RS_WQX,Interstate Environmental Commission,31ISC2RS_WQX-E12:20100726-726-pH D:2.4,2010-07-26,07:26:00,EST,31ISC2RS_WQX-E12,STORET-722673117,,,,pH,,7.5,None,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4500-H+B,APHA,"4500 H+B ~ pH in Water by Potentiometry, pH Value in Water by Potentiometry Using a Standard Hydrogen Electrode",,,https://www.nemi.gov/methods/method_summary/4707/,,,,,,,,,,,,,,,,STORET
31ISC2RS_WQX,Interstate Environmental Commission,31ISC2RS_WQX-E12:20100802-728-Sal D:1,2010-08-02,07:28:00,EST,31ISC2RS_WQX-E12,STORET-722673987,,,,Salinity,,26.9,ppt,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2520-B,APHA,2520 B ~ Salinity in Water- Electrical Conductivity Method,,,,,,,,,,,,,,,,,,,STORET
31ISC2RS_WQX,Interstate Environmental Commission,31ISC2RS_WQX-LISS09072010E12pH1,2010-09-07,07:24:00,EST,31ISC2RS_WQX-E12,STORET-94590504,,,,pH,,7.4,None,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
31ISC2RS_WQX,Interstate Environmental Commission,31ISC2RS_WQX-E12:20100802-727-Sal D:2.1,2010-08-02,07:27:00,EST,31ISC2RS_WQX-E12,STORET-722673986,,,,Salinity,,27,ppt,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2520-B,APHA,2520 B ~ Salinity in Water- Electrical Conductivity Method,,,,,,,,,,,,,,,,,,,STORET
